epoch,train_total_loss,train_recon_loss,train_kl_loss,val_total_loss,val_recon_loss,val_kl_loss
1,168.36968158637154,161.89504253472222,6.474639065651982,132.5304542643229,121.70488509114584,10.825569071451824
2,123.56103336588542,111.46984758391204,12.09118576388889,118.723619140625,106.02548518880208,12.698134114583333
3,115.27184273726851,102.25236109302662,13.019481700755932,113.8292177734375,100.88380810546874,12.945408996582032
4,111.21061590350116,97.83094165943287,13.37967396375868,110.39548291015625,96.66374348958334,13.731739725748698
5,108.34041169343172,94.37689610460069,13.963515417028356,107.86324625651042,93.61760481770834,14.245641642252604
6,106.01308720341436,91.61268080873843,14.400406136971933,106.06334847005208,91.53427506510417,14.52907314046224
7,104.33006655092592,89.65288715277778,14.677179352936921,104.587578125,89.4988603515625,15.088717427571614
8,102.85187782118055,87.83329754412615,15.01858022958261,103.23460595703125,88.57394498697917,14.660661356608072
9,101.6615753761574,86.41601264105903,15.24556283456308,102.52229606119792,87.14965690104167,15.37263926188151
10,100.72401665581597,85.3618007631655,15.36221585422092,101.6174619140625,86.51325455729166,15.104207255045573
11,99.95731861255787,84.47916109664352,15.478157635724102,100.63883707682292,85.0034931640625,15.635344177246093
12,99.25538391565394,83.68550799334491,15.569876024034288,100.14657649739583,84.59212548828125,15.554451151529948
13,98.6938320131655,83.06490659360533,15.628925433123554,99.6850166015625,83.9453076171875,15.73970878092448
14,98.22541983145254,82.47923641854746,15.746183462637442,99.45126904296875,83.53157242838542,15.91969687906901
15,97.79570840567129,82.03638415075231,15.75932416901765,98.94144173177084,83.0781064453125,15.863335001627604
16,97.35920950882523,81.56839306640624,15.790816657172309,98.67155843098958,82.58338069661458,16.088177612304687
17,96.98743695746528,81.14395348668981,15.84348327862775,98.46510123697917,82.59543815104166,15.869662943522135
18,96.68287984664352,80.83170006872106,15.851179847999855,98.35644140625,82.10224202473958,16.254199442545573
19,96.41177976707176,80.50974262152778,15.902036987304687,97.98799576822917,82.21882307942708,15.769173116048178
20,96.08475991030093,80.17867268880208,15.906087241843895,97.59351220703125,82.12744254557292,15.46606964111328
21,95.85456479673033,79.91453410734954,15.940030858922889,97.46660335286458,81.64191650390624,15.824686564127605
22,95.61772041377314,79.63014702690973,15.987573239926938,97.71755322265625,81.51901936848958,16.198534138997395
23,95.42623370587384,79.42932541232639,15.996908216688368,97.16631136067708,81.25634505208333,15.909966328938802
24,95.1846918041088,79.18467220052084,16.00001961941189,97.28699397786458,81.29246451822917,15.994529235839844
25,95.01384385850695,78.99413988353588,16.01970415355541,96.9525537109375,81.17454833984375,15.77800508626302
26,94.87965675636575,78.8390730432581,16.040583776403356,96.78261360677084,80.65606966145833,16.126544372558595
27,94.7227376844618,78.64511568648727,16.077622063530814,96.72285237630209,80.51062483723959,16.212227986653645
28,94.59776929615163,78.52162527126737,16.076144081398294,96.80743815104167,80.54879459635417,16.25864375813802
29,94.37831532118055,78.28173030598958,16.09658506492332,97.24073046875,81.37749202473958,15.86323807779948
30,94.32002703631366,78.2253035120081,16.094723503960502,96.49460384114583,80.30576936848958,16.188834513346354
31,94.09746726707176,77.97582884837963,16.12163857467086,96.486462890625,80.5435888671875,15.942874369303386
32,94.04402888093172,77.91029915364584,16.133729921694155,96.36383170572917,80.1425673828125,16.221264404296875
33,93.93125329137732,77.79032543041087,16.14092803729022,96.13804833984375,80.07118717447916,16.066861083984374
34,93.79776397931134,77.65421343315973,16.143550677264177,96.67748974609376,80.44436409505208,16.23312522379557
35,93.65483018663194,77.5016511863426,16.153178923430268,96.12987532552083,79.78888232421875,16.340992940266926
36,93.59765755208333,77.42677732566551,16.170880215115016,96.31464518229167,80.29094791666667,16.02369714355469
37,93.4944185655382,77.30694592737268,16.18747247088397,96.18387337239584,80.31811669921875,15.865756164550781
38,93.37289585141782,77.17141657624421,16.201479342990453,96.0698134765625,80.1889033203125,15.880910400390626
39,93.28806130642361,77.10333673321759,16.184724740487557,96.268669921875,80.41864664713542,15.850022928873697
40,93.20977824797454,76.99667332175926,16.21310496238426,95.89948649088542,79.77618636067709,16.123300252278646
41,93.13769301576967,76.89545088252315,16.242242146809897,95.705314453125,79.46465218098959,16.24066149902344
42,93.02684282769097,76.81466341145833,16.212179398148148,95.62823225911458,79.39061783854167,16.237614339192707
43,92.97399708839698,76.74763525390625,16.226361877441406,95.66322330729167,79.68600455729167,15.977218587239584
44,92.88591218171297,76.63520777271412,16.250704492639613,95.87899576822916,79.77152799479167,16.107467610677084
45,92.84849367042824,76.60203571686921,16.24645800555194,95.82445638020833,79.41038688151042,16.41406992594401
46,92.7487205041956,76.50054748987269,16.248173082139758,95.86048225911459,79.51827669270833,16.342204956054687
47,92.68127853732639,76.41149916811342,16.269779235839845,95.80006184895834,79.28033658854167,16.51972499593099
48,92.62184593822337,76.34574529803241,16.276100757740164,95.848537109375,79.71046516927083,16.138071858723958
49,92.55436246744792,76.2726560329861,16.28170635534216,95.48131494140625,79.457099609375,16.024214904785158
50,92.53580559172454,76.2393791051794,16.296426441333914,95.45690608723959,79.01030696614583,16.44659893798828
