epoch,train_total_loss,train_recon_loss,train_kl_loss,val_total_loss,val_recon_loss,val_kl_loss
1,171.75780796079283,164.95010163483795,6.807706423000053,135.30800830078124,123.70559749348958,11.602410664876302
2,124.53338409649885,111.59620108145255,12.93718280481409,118.92581363932291,105.46680240885416,13.459011128743489
3,114.65307092737268,100.30198938440394,14.351081504539208,112.2390947265625,97.10518017578126,15.13391424560547
4,109.65134577546296,94.33517171223959,15.316174185293692,108.37809391276042,93.03123030598958,15.346863606770833
5,106.58327419704861,90.81895789930556,15.764316376862702,106.12236767578125,90.49405452473958,15.628313374837239
6,104.54393856698495,88.5869212962963,15.957017555519387,104.72818603515626,88.76052766927083,15.967658060709635
7,103.02758986183449,86.94978233506944,16.07780759910301,103.45172184244791,87.67262288411459,15.779098754882812
8,101.88982528573496,85.7060287000868,16.18379640254268,102.32008317057291,85.79249446614584,16.527589213053385
9,100.93468095341436,84.67417749927662,16.260503408926503,101.34663492838541,85.18681412760417,16.15982106526693
10,100.05898773871527,83.74331099898727,16.315676818847656,100.6369501953125,84.30021956380209,16.336731282552083
11,99.35548721426504,82.96711308232061,16.388373910409435,100.36348697916667,83.77798909505208,16.585498026529947
12,98.71137568721065,82.26986693431714,16.44150861725984,99.86750065104167,83.12460872395833,16.742890930175783
13,98.23108787254051,81.76495842375579,16.466129270200376,99.29035986328125,82.587365234375,16.702994588216146
14,97.68597652633102,81.15321694155092,16.53275958478009,99.420953125,83.08797493489584,16.332978088378905
15,97.40590811270255,80.83606606264468,16.569841903121382,98.33132666015625,81.77690266927084,16.55442439778646
16,96.94185056785301,80.35001354528356,16.591837124294706,98.23628662109375,81.37194791666667,16.864338562011717
17,96.5963367332176,79.9535935329861,16.642743157280815,98.05194856770834,81.51066829427083,16.541280110677082
18,96.32174104817709,79.6770779260706,16.644663228352865,97.86529752604167,81.23713736979167,16.62816044108073
19,95.99223265697339,79.32628700086805,16.66594578269676,97.73750455729167,81.44189290364584,16.295611287434895
20,95.74548057725694,79.06169713903357,16.683783503779658,97.63533382161458,81.01814860026042,16.617185628255207
21,95.46807316984953,78.76881911892362,16.699253965024596,97.10181396484376,80.52833919270833,16.573474853515624
22,95.34375424985532,78.59857895688657,16.745175487377026,96.77319694010417,80.20550227864584,16.567695048014322
23,95.09240418836805,78.35441174768519,16.737992544668693,96.85092041015625,79.93710856119792,16.913812642415365
24,94.91045961733218,78.16530400028935,16.74515559443721,96.96630794270834,80.25590494791666,16.710402669270835
25,94.69782662398727,77.92822887731481,16.769597785101997,97.00561214192709,80.06635725911458,16.939255106608073
26,94.52993212890625,77.73965341073496,16.79027855541088,96.66465087890624,79.63304313151042,17.031607137044272
27,94.36847663483796,77.55472157118055,16.813754726833768,96.53470377604167,79.61463362630208,16.92006994628906
28,94.22362288411459,77.41219104456019,16.8114318395544,96.58226904296875,79.70956005859375,16.872709208170573
29,94.12764008246528,77.3003531358507,16.827286962438514,95.89389078776041,79.11385237630208,16.780038228352865
30,93.93781801576968,77.11227338324653,16.825544582790798,96.15604606119791,79.30455029296876,16.85149501546224
31,93.86557477936921,77.01021504267939,16.855359725387007,95.97952994791666,79.09384261067709,16.885687174479166
32,93.71843976056134,76.837723614728,16.880716231734663,95.98019580078125,79.18749251302083,16.792703511555988
33,93.57676631221065,76.70710362413195,16.869662604437934,95.77783626302083,78.71266666666666,17.065169718424478
34,93.52337275752315,76.61043026620371,16.9129425523546,95.97353450520833,79.27829443359374,16.695239786783855
35,93.3975304542824,76.49748786530671,16.900042469165943,96.01861604817708,79.07481689453125,16.943799153645834
36,93.27017614293982,76.37605740017361,16.89411873598452,95.96926643880208,79.15561490885416,16.813651123046874
37,93.19359946469908,76.28804868344908,16.90555065917969,95.964826171875,79.16628434244792,16.798541707356772
38,93.16240084273727,76.21843952546297,16.94396154333044,95.59529964192708,78.748162109375,16.84713777669271
39,92.98733781828703,76.05676638454861,16.930571497034144,95.437478515625,78.93680305989584,16.500675476074218
40,92.92142060908564,75.97519927300347,16.94622135868779,95.54878125,79.00506201171875,16.54371923828125
41,92.84899444806135,75.87797061270254,16.97102356861256,95.36153043619791,78.67716715494792,16.68436317952474
42,92.70443784360532,75.74915172887731,16.955286295572918,95.26365152994792,78.53222037760416,16.731430623372397
43,92.68249318214698,75.72873131872106,16.953761813693575,95.47165055338542,79.00522412109375,16.466426574707032
44,92.61274813729746,75.64216106047454,16.970587006745514,95.36075764973958,78.36515364583333,16.9956039835612
45,92.5529750072338,75.57022913049768,16.98274592872902,95.370634765625,78.25887141927083,17.111763427734374
46,92.45650779441551,75.49106532118056,16.965442595305266,95.35800553385417,78.65688639322917,16.701119140625
47,92.42118825954861,75.43091644965278,16.990271850585938,95.26777473958333,78.22466829427083,17.043106974283855
48,92.3189472475405,75.33475056061921,16.984196637188948,95.04522151692709,78.01005029296876,17.035171630859374
49,92.27828410734953,75.27868557400174,16.99959843162254,95.1431103515625,78.269123046875,16.87398653157552
50,92.1918474754051,75.19207555700231,16.999771834762008,95.30802994791667,78.49955631510417,16.808473592122397
