epoch,train_total_loss,train_recon_loss,train_kl_loss,val_total_loss,val_recon_loss,val_kl_loss
1,165.80759384042244,160.11590769675925,11.383372073950591,126.10574690755209,117.19392919921874,17.823634602864583
2,114.9858587962963,104.92783468967014,20.11604825394242,107.56894140625,96.927544921875,21.282794067382813
3,102.88376331018519,91.56253063512732,22.642465115017362,100.594783203125,88.98086051432291,23.227844848632813
4,97.6599699074074,85.96948679832175,23.380965865523727,96.49762565104167,84.85431266276042,23.28662646484375
5,94.85397639973958,82.93663472945602,23.834683114510995,94.84425537109375,82.78809684244791,24.11231648763021
6,92.73557043909143,80.62272124565972,24.22569844563802,92.78183284505208,80.85663053385417,23.850405151367188
7,91.29950614872685,79.04760337094908,24.503805609809028,91.53300569661458,79.44353629557291,24.178938395182293
8,90.08222750289352,77.76119502314815,24.642065321180556,90.74994889322916,78.05232649739584,25.395244344075522
9,89.16157705801504,76.78718431712963,24.748785142686632,89.78041276041667,77.47940999348958,24.60200606282552
10,88.33821820746527,75.92846044921875,24.819515209056714,89.06984912109375,76.70097941080729,24.73773982747396
11,87.63966993995949,75.18308128978587,24.913176965784142,88.47903190104167,76.22062630208333,24.516812052408856
12,87.086034197772,74.59283146158855,24.986405418113424,87.94775504557292,75.28706770833334,25.321374918619792
13,86.59306374782986,74.08832584635417,25.009475793909143,87.61256201171875,75.16380403645833,24.897516357421875
14,86.15265438729746,73.61132857711227,25.082651828342012,87.35587353515625,74.66346061197916,25.384826171875
15,85.80581495949075,73.22942905454282,25.152772049515335,86.93136083984375,74.32674853515626,25.209223958333332
16,85.36166748046875,72.77650685402199,25.170321492513022,86.76554036458333,73.97766821289062,25.575744466145835
17,85.1252060546875,72.51550754123264,25.21939702690972,86.43048974609376,74.04803059895833,24.76491719563802
18,84.74049634693287,72.13039225260417,25.22020841019242,86.18673470052083,73.69538533528646,24.98269909667969
19,84.47154548249421,71.84900148292824,25.245087877061632,86.153080078125,73.65645963541667,24.993240356445312
20,84.24998681640625,71.6201171875,25.25973900462963,86.13429248046874,73.4537822265625,25.361019775390623
21,84.00319097222223,71.37104897280092,25.264284035011574,85.73660221354167,73.16757828776042,25.138047810872397
22,83.80543089916088,71.15711349826388,25.29663444462529,85.59785123697917,72.95511075846355,25.285481486002602
23,83.63073374204282,70.98936456524885,25.282738371672455,85.7172294921875,73.09158821614584,25.251282470703124
24,83.41137709780092,70.74764745189526,25.32745926920573,85.19254036458334,72.61696240234374,25.151154947916666
25,83.26961004412615,70.61487553349248,25.30946923828125,85.61008821614584,72.78700651041666,25.646164591471354
26,83.08985009765625,70.44354262514467,25.29261491337529,85.048828125,72.01489363606771,26.06786885579427
27,83.00439679181135,70.32534894024884,25.35809605577257,84.82940201822916,71.99976822916666,25.659266845703126
28,82.79894381148726,70.14590143952546,25.30608424207899,85.09345247395834,72.58341015625,25.020083984375
29,82.68786351634839,70.01887085865162,25.33798538321036,84.93304557291667,72.2166464029948,25.43279821777344
30,82.58558566623265,69.9317371238426,25.307697645399305,84.80706852213541,72.05370662434896,25.506723754882813
31,82.42370203993056,69.74767847583912,25.352047191478587,84.66444775390624,72.0079375,25.313020629882814
32,82.35079861111112,69.68074658203125,25.34010383662471,84.36888134765626,71.36130192057291,26.01515861002604
33,82.22902150245949,69.55579401765046,25.346455304181134,84.66192333984375,71.9070087890625,25.509828857421876
34,82.14464284939235,69.47778034577546,25.33372469527633,84.60480126953125,72.09720198567709,25.0151982421875
35,82.01497679759838,69.35013981119792,25.329674158166956,84.27884358723958,71.75356949869791,25.050548502604165
36,81.9061328125,69.23095742006655,25.350350545247395,84.32490348307292,71.68212125651041,25.28556481933594
37,81.85541838469328,69.17634460901331,25.358147420247395,84.0887685546875,71.49802937825521,25.181478678385417
38,81.80019833260995,69.11809262876157,25.36421154333044,84.46567936197917,71.86995727539062,25.19144384765625
39,81.71727777777778,69.05250494610821,25.329545518663195,84.54658284505209,71.80839518229166,25.47637508138021
40,81.61668346715857,68.92359682436343,25.386173249421297,84.24804459635416,71.49155314127604,25.512982869466146
41,81.53057127097802,68.84558933738425,25.36996391691985,84.10818505859375,71.46875211588542,25.278865397135416
42,81.4499371021412,68.7687201063368,25.362433715820313,83.99217936197917,71.27479386393229,25.434769409179687
43,81.37599150028935,68.69949386935764,25.35299498155382,83.82508170572916,71.24681722005208,25.156529256184896
44,81.2874459092882,68.60231193938078,25.370268007631655,83.822029296875,70.97369368489584,25.69667146809896
45,81.30825613064236,68.6242033239294,25.368106133355035,84.06869319661459,71.17352433268229,25.790337646484375
46,81.20734423828125,68.5357986111111,25.343091417100695,83.77422428385417,71.15877848307292,25.23089326985677
47,81.1175384837963,68.42430610713252,25.386465142144097,83.82898763020833,70.89858138020833,25.860811197916668
48,81.06521204065393,68.38899754050927,25.352428783275464,83.64007405598959,71.14221223958333,24.99572403971354
49,81.04816115089699,68.36428416160301,25.36775403736256,83.67367903645834,70.92924210611979,25.48887430826823
50,80.94677631293403,68.2542280183015,25.385096412941262,83.93889534505209,71.14219091796875,25.59340828450521
