digit,classifier_accuracy,avg_confidence
0,0.9599999785423279,0.9652829766273499
1,0.8999999761581421,0.9031307697296143
2,0.8299999833106995,0.9129717946052551
3,0.949999988079071,0.9540795683860779
4,0.9300000071525574,0.9555032253265381
5,0.8500000238418579,0.8998995423316956
6,0.8199999928474426,0.8703368902206421
7,0.9399999976158142,0.929328203201294
8,0.8299999833106995,0.9089933633804321
9,0.949999988079071,0.9149287343025208
