epoch,train_total_loss,train_recon_loss,train_kl_loss,val_total_loss,val_recon_loss,val_kl_loss
1,170.44626302083333,166.93781633391202,3.5084465759854626,144.93376741536457,140.745494140625,4.188274037679037
2,140.9786080367477,136.75562496383102,4.222982669971607,138.81325911458333,134.47561653645835,4.337641682942708
3,136.8405953233507,132.47569127965858,4.36490389279966,136.33320133463542,131.82341861979165,4.50978483581543
4,134.69066807725693,130.22089749710648,4.469770513463903,134.67660319010417,130.05761735026041,4.618985076904297
5,133.3037673611111,128.7593195167824,4.544447739212601,133.83527392578125,129.27244466145834,4.562829030354818
6,132.4158521592882,127.82506080005787,4.5907912846318,132.8422898763021,128.30319010416667,4.539099314371745
7,131.69835915798612,127.06900862630208,4.629350415265119,132.45797639973958,127.92050162760417,4.537475463867188
8,131.1641035337095,126.48221654369213,4.681887178774233,132.04437386067707,127.431537109375,4.612835418701172
9,130.7007888997396,125.99108024088541,4.709708627206308,131.55994759114583,126.83825537109375,4.721693013509115
10,130.2452697301794,125.51156501374422,4.733704760516131,131.42277864583335,126.69421891276042,4.728560963948568
11,129.89066261574075,125.12728477647569,4.763378100359882,130.9849236653646,126.21916324869791,4.765760172526042
12,129.6062849573206,124.80840634042245,4.797878511782046,130.99576399739584,126.13058430989584,4.865179982503255
13,129.32063067853008,124.5037163990162,4.816914059109158,130.5030361328125,125.64740836588541,4.855628031412761
14,129.0302035409433,124.18856013093172,4.841643573902272,130.71213802083332,125.88405843098958,4.828080057779948
15,128.75562234157985,123.88939762369792,4.866224973325376,130.35857080078125,125.55175569661458,4.806815032958984
16,128.5264503942419,123.64048046875,4.885969960530599,130.15623990885416,125.26363541666667,4.892604634602865
17,128.26517290581597,123.35934396701388,4.905828590675637,130.32496988932292,125.43011848958334,4.8948505554199215
18,128.08033275462964,123.15881722005209,4.9215154102466725,129.7401075846354,124.94333170572916,4.79677641805013
19,127.88425079571759,122.94066044560185,4.943590333161531,129.86445654296875,124.9114208984375,4.953035603841146
20,127.74920968967014,122.79323529730902,4.955974184389468,129.804107421875,125.02496110026041,4.779146443684896
21,127.549596661603,122.56947681568288,4.98011983009621,129.6147198893229,124.72909765625,4.885622456868489
22,127.34897397641782,122.35930060040509,4.989673298023365,129.48805224609376,124.575044921875,4.9130086364746095
23,127.14077651186342,122.11678410734953,5.023992509629991,129.75575797526042,124.73405745442709,5.0217003275553385
24,126.97257919198495,121.94158928313078,5.030989963107639,129.40040885416667,124.34613557942708,5.054274332682292
25,126.80844623480903,121.75928924334491,5.049156973379629,129.21850862630208,124.25919498697917,4.959313944498698
26,126.78601945891204,121.74165594256365,5.044363642939815,129.65897509765625,124.79162223307291,4.867352945963542
27,126.61442739076968,121.5489099754051,5.065517558910228,129.00900634765625,124.00586083984375,5.00314517211914
28,126.42314829282408,121.3486521629051,5.074496195475261,129.06134505208334,124.06936979166667,4.991975758870443
29,126.2241630859375,121.13631331380208,5.087849724663628,129.14370361328125,124.27454020182292,4.869164286295573
30,126.18170751953124,121.08359736689815,5.098110171847873,128.76542740885418,123.69496468098959,5.070462076822917
31,125.97243684895834,120.83948587601273,5.132950945818866,128.95387613932292,123.82444921875,5.129426849365235
32,125.84880521195024,120.71955834056713,5.129246921115452,129.0313115234375,123.8263046875,5.205006378173828
33,125.7273904079861,120.57747430193865,5.149916211163556,128.65229964192707,123.59795524088541,5.054345123291015
34,125.68634094690394,120.5195904405382,5.166750296133536,128.7677140299479,123.54130159505209,5.226413482666016
35,125.62123895037615,120.44490382667824,5.176335236725984,128.84972526041668,123.73094498697917,5.118780690511068
36,125.41703077980324,120.22639078776042,5.190640007866754,128.64364029947916,123.62662467447916,5.017016031901042
37,125.32904182942708,120.12615496600115,5.202886641890914,128.66211295572916,123.40658186848958,5.255531341552734
38,125.22455680338541,120.00382602719907,5.220730777316623,128.30832731119793,123.26921988932291,5.039107177734375
39,125.09937612123842,119.88347647207755,5.215899770100911,128.2661572265625,123.07437093098959,5.191786529541016
40,124.92766652199074,119.68257998770255,5.245086486816406,128.40033430989584,123.24382340494792,5.156510711669922
41,124.8079947374132,119.56076864510996,5.2472260900426795,128.34691162109374,123.11679280598959,5.230118743896484
42,124.69418384693287,119.4260392433449,5.26814454820421,128.21071354166668,122.96422314453125,5.2464910481770834
43,124.71479436125578,119.44592330367477,5.268871254249856,128.444021484375,123.29922574869792,5.144795705159505
44,124.7286234447338,119.44478213614005,5.283841380931713,128.37786881510416,123.16157454427083,5.216293650309245
45,124.48833441840277,119.18712038845486,5.301213922571253,128.30156884765626,123.08276253255208,5.218807403564453
46,124.34791733579283,119.04803559027778,5.299881823504412,128.23977701822918,122.99406819661458,5.2457083943684895
47,124.27566599754051,118.95343060980903,5.3222354521574795,128.1036767578125,122.88456656901042,5.219110260009765
48,124.29008166956018,118.96764268663195,5.3224391422978155,128.18630224609376,122.98447184244792,5.201830088297526
49,124.19175150101273,118.8508581995081,5.340893286810981,128.22067106119792,123.00196793619791,5.21870263671875
50,123.985801739728,118.62980767144097,5.355994138364439,127.99036653645834,122.70178531901041,5.288581115722656
